SORTER,Submitted_Name,Submitted_Author,Submitted_Genus,Submitted_Rank,Name_in_database,Author_in_database,Genus_in_database,Rank_in_database,ID_in_database,Name_set,Fuzzy,Score,name.dist,author.dist,New_name,New_author,New_ID,Family,Name_spLev,Accepted_SPNAME,NOTE
155,Minquartia guianensis,NA,Minquartia,2,Minquartia guianensis,Aubl.,Minquartia,2,kew-2502112,1,FALSE,0.8,0,NA,NA,NA,NA,Olacaceae,NA,Minquartia guianensis,
363,Moquilea platypus,NA,Moquilea,2,Moquilea platypus,Hemsl.,Moquilea,2,kew-354287,1,FALSE,0.8,0,NA,NA,NA,NA,Chrysobalanaceae,NA,Moquilea platypus,
156,Mora excelsa,NA,Mora,2,Mora excelsa,Benth.,Mora,2,ild-20562,1,FALSE,0.8,0,NA,NA,NA,NA,Leguminosae,NA,Mora excelsa,
712,Mora gonggrijpii,NA,Mora,2,Mora gonggrijpii,(Kleinhoonte) Sandwith,Mora,2,ild-10261,1,FALSE,0.8,0,NA,NA,NA,NA,Leguminosae,NA,Mora gonggrijpii,
713,Mora oleifera,NA,Mora,2,Mora oleifera,(Hemsl.) Ducke,Mora,2,ild-28177,1,FALSE,0.8,0,NA,NA,NA,NA,Leguminosae,NA,Mora oleifera,
285,Musanga cercropioides,NA,Musanga,2,Musanga cecropioides,R.Br. ex Tedlie,Musanga,2,kew-2369493,1,TRUE,0.75,1,NA,NA,NA,NA,Urticaceae,NA,Musanga cecropioides,
61,Myristica iners,NA,Myristica,2,Myristica iners,Blume,Myristica,2,kew-2501141,1,FALSE,0.8,0,NA,NA,NA,NA,Myristicaceae,NA,Myristica iners,
512,Nectandra cuspidata,NA,Nectandra,2,Nectandra cuspidata,Nees & Mart.,Nectandra,2,kew-2379054,1,FALSE,0.8,0,NA,NA,NA,NA,Lauraceae,NA,Nectandra cuspidata,
511,Nectandra oppositifolia,NA,Nectandra,2,Nectandra oppositifolia,Nees & Mart.,Nectandra,2,kew-2378929,1,FALSE,0.8,0,NA,NA,NA,NA,Lauraceae,NA,Nectandra oppositifolia,
513,Nectandra umbrosa,NA,Nectandra,2,Nectandra umbrosa,(Kunth) Mez,Nectandra,2,kew-2383797,1,FALSE,0.8,0,NA,NA,NA,NA,Lauraceae,NA,Nectandra umbrosa,
789,Neobalanocarpus heimii,NA,Neobalanocarpus,2,Neobalanocarpus heimii,(King) P.S. Ashton,Neobalanocarpus,2,tro-50262968,1,FALSE,0.8,0,NA,NA,NA,NA,Dipterocarpaceae,NA,Neobalanocarpus heimii,
780,Nephelium ramboutan-ake,NA,Nephelium,2,Nephelium ramboutan-ake,(Labill.) Leenh.,Nephelium,2,tro-50126779,1,FALSE,0.8,0,NA,NA,NA,NA,Sapindaceae,NA,Nephelium ramboutan-ake,
438,Nesogordonia papaverifera,NA,Nesogordonia,2,Nesogordonia papaverifera,(A. Chev.) Capuron ex N. Hallé,Nesogordonia,2,tro-30401506,1,FALSE,0.8,0,NA,NA,NA,NA,Malvaceae,NA,Nesogordonia papaverifera,
208,Newtonia aubrevillei,NA,Newtonia,2,Newtonia aubrevillei,(Pellegr.) Keay,Newtonia,2,ild-126,1,FALSE,0.8,0,NA,NA,NA,NA,Leguminosae,NA,Newtonia aubrevillei,
25,Newtonia buchanani,NA,Newtonia,2,Newtonia buchananii,(Baker) G.C.C.Gilbert & Boutiqu,Newtonia,2,ild-130,1,TRUE,0.75,1,NA,NA,NA,NA,Leguminosae,NA,Newtonia buchananii,
210,Newtonia duparquetiana,NA,Newtonia,2,Newtonia duparquetiana,(Baill.) Keay,Newtonia,2,ild-132,1,FALSE,0.8,0,NA,NA,NA,NA,Leguminosae,NA,Newtonia duparquetiana,
62,Newtonia griffoniana,NA,Newtonia,2,Newtonia griffoniana,(Baill.) Baker f.,Newtonia,2,ild-140,1,FALSE,0.8,0,NA,NA,NA,NA,Leguminosae,NA,Newtonia griffoniana,
63,Ochanostachys amentacea,NA,Ochanostachys,2,Ochanostachys amentacea,Mast.,Ochanostachys,2,kew-2400270,1,FALSE,0.8,0,NA,NA,NA,NA,Olacaceae,NA,Ochanostachys amentacea,
583,Ochroma pyramidale,NA,Ochroma,2,Ochroma pyramidale,(Cav. ex Lam.) Urb.,Ochroma,2,kew-2401123,1,FALSE,0.8,0,NA,NA,NA,NA,Malvaceae,NA,Ochroma pyramidale,
442,Ocotea usambarensis,NA,Ocotea,2,Ocotea usambarensis,Engl.,Ocotea,2,tro-17800335,1,FALSE,0.8,0,NA,NA,NA,NA,Lauraceae,NA,Ocotea usambarensis,
551,Octoknema borealis,NA,Octoknema,2,Octoknema borealis,Hutch. & Dalziel,Octoknema,2,kew-2400264,1,FALSE,0.8,0,NA,NA,NA,NA,Olacaceae,NA,Octoknema borealis,
64,Octomeles sumatrana,NA,Octomeles,2,Octomeles sumatrana,Miq.,Octomeles,2,tro-100354850,1,FALSE,0.8,0,NA,NA,NA,NA,Tetramelaceae,NA,Octomeles sumatrana,
537,Olea paniculata,NA,Olea,2,Olea paniculata,R.Br.,Olea,2,kew-354991,1,FALSE,0.8,0,NA,NA,NA,NA,Oleaceae,NA,Olea paniculata,Multiple results
26,Olea welwitschii,NA,Olea,2,Olea welwitschii,(Knobl.) Gilg & G.Schellenb.,Olea,2,kew-355051,1,FALSE,0.8,0,NA,NA,NA,NA,Oleaceae,NA,Olea welwitschii,
437,Oreomunnea mexicana,NA,Oreomunnea,2,Oreomunnea mexicana,(Standl.) J.-F.Leroy,Oreomunnea,2,kew-2386371,1,FALSE,0.8,0,NA,NA,NA,NA,Juglandaceae,NA,Oreomunnea mexicana,
157,Osteophloeum platyspermum,NA,Osteophloeum,2,Osteophloeum platyspermum,(Spruce ex A.DC.) Warb.,Osteophloeum,2,kew-2397780,1,FALSE,0.8,0,NA,NA,NA,NA,Myristicaceae,NA,Osteophloeum platyspermum,
719,Otoba novogranatensis,NA,Otoba,2,Otoba novogranatensis,Moldenke,Otoba,2,kew-2397735,1,FALSE,0.8,0,NA,NA,NA,NA,Myristicaceae,NA,Otoba novogranatensis,
65,Oubanguia alata,NA,Oubanguia,2,Oubanguia alata,Baker f.,Oubanguia,2,kew-2902210,1,FALSE,0.8,0,NA,NA,NA,NA,Lecythidaceae,NA,Oubanguia alata,
364,Pachira aquatica,NA,Pachira,2,Pachira aquatica,Aubl.,Pachira,2,kew-2412843,1,FALSE,0.8,0,NA,NA,NA,NA,Malvaceae,NA,Pachira aquatica,
506,Pachira sessilis,NA,Pachira,2,Pachira sessilis,Benth.,Pachira,2,kew-2412547,1,FALSE,0.8,0,NA,NA,NA,NA,Malvaceae,NA,Pachira sessilis,
531,Palaquium formosanum,NA,Palaquium,2,Palaquium formosanum,Hayata,Palaquium,2,kew-145699,1,FALSE,0.8,0,NA,NA,NA,NA,Sapotaceae,NA,Palaquium formosanum,
243,Palaquium galactoxylum,NA,Palaquium,2,Palaquium galactoxylum,(F.Muell.) H.J.Lam,Palaquium,2,kew-145703,1,FALSE,0.8,0,NA,NA,NA,NA,Sapotaceae,NA,Palaquium galactoxylum,
763,Palaquium gutta,NA,Palaquium,2,Palaquium gutta,(Hook.) Baill.,Palaquium,2,kew-145714,1,FALSE,0.8,0,NA,NA,NA,NA,Sapotaceae,NA,Palaquium gutta,
66,Palaquium luzoniense,NA,Palaquium,2,Palaquium luzoniense,(Fern.-Vill.) Vidal,Palaquium,2,kew-145756,1,FALSE,0.8,0,NA,NA,NA,NA,Sapotaceae,NA,Palaquium luzoniense,
532,Palaquium microphyllum,NA,Palaquium,2,Palaquium microphyllum,King & Gamble,Palaquium,2,kew-145766,1,FALSE,0.8,0,NA,NA,NA,NA,Sapotaceae,NA,Palaquium microphyllum,
444,Palaquium obovatum,NA,Palaquium,2,Palaquium obovatum,(Griff.) Engl.,Palaquium,2,kew-145781,1,FALSE,0.8,0,NA,NA,NA,NA,Sapotaceae,NA,Palaquium obovatum,Multiple results
67,Palaquium rostratum,NA,Palaquium,2,Palaquium rostratum,(Miq.) Burck,Palaquium,2,kew-145827,1,FALSE,0.8,0,NA,NA,NA,NA,Sapotaceae,NA,Palaquium rostratum,
552,Panda oleosa,NA,Panda,2,Panda oleosa,Pierre,Panda,2,kew-146837,1,FALSE,0.8,0,NA,NA,NA,NA,Pandaceae,NA,Panda oleosa,
553,Pangium edule,NA,Pangium,2,Pangium edule,Reinw.,Pangium,2,tro-50137531,1,FALSE,0.8,0,NA,NA,NA,NA,Achariaceae,NA,Pangium edule,
571,Paramacrolobium coeruleum,NA,Paramacrolobium,2,Paramacrolobium coeruleum,(Taub.) Leonard,Paramacrolobium,2,ild-33491,1,FALSE,0.8,0,NA,NA,NA,NA,Leguminosae,NA,Paramacrolobium coeruleum,Multiple results
68,Paranephelium xestophyllum,NA,Paranephelium,2,Paranephelium xestophyllum,Miq.,Paranephelium,2,kew-2543073,1,FALSE,0.8,0,NA,NA,NA,NA,Sapindaceae,NA,Paranephelium xestophyllum,
760,parashorea chinensis,NA,Parashorea,2,Parashorea chinensis,Hsie Wang,Parashorea,2,tro-11300063,1,FALSE,0.75,1,NA,NA,NA,NA,Dipterocarpaceae,NA,Parashorea chinensis,
69,Parashorea malaanonan,NA,Parashorea,2,Parashorea malaanonan,Merr.,Parashorea,2,kew-2411441,1,FALSE,0.8,0,NA,NA,NA,NA,Dipterocarpaceae,NA,Parashorea malaanonan,
244,Parashorea stellata,NA,Parashorea,2,Parashorea stellata,Kurz,Parashorea,2,tro-50299955,1,FALSE,0.8,0,NA,NA,NA,NA,Dipterocarpaceae,NA,Parashorea stellata,
759,Parashorea tomentella,NA,Parashorea,2,Parashorea tomentella,(Symington) Meijer,Parashorea,2,kew-2411435,1,FALSE,0.8,0,NA,NA,NA,NA,Dipterocarpaceae,NA,Parashorea tomentella,
27,Parinari excelsa,NA,Parinari,2,Parinari excelsa,Sabine,Parinari,2,kew-355551,1,FALSE,0.8,0,NA,NA,NA,NA,Chrysobalanaceae,NA,Parinari excelsa,
6,Parishia insignis,NA,Parishia,2,Parishia insignis,Hook.f.,Parishia,2,kew-2408187,1,FALSE,0.8,0,NA,NA,NA,NA,Anacardiaceae,NA,Parishia insignis,
164,Parkia bicolor,NA,Parkia,2,Parkia bicolor,A.Chev.,Parkia,2,ild-230,1,FALSE,0.8,0,NA,NA,NA,NA,Leguminosae,NA,Parkia bicolor,
245,Parkia biglandulosa,NA,Parkia,2,Parkia biglandulosa,Wight & Arn.,Parkia,2,ild-240,1,FALSE,0.8,0,NA,NA,NA,NA,Leguminosae,NA,Parkia biglandulosa,
161,Parkia filicoidea,NA,Parkia,2,Parkia filicoidea,sensu auct.,Parkia,2,ild-229,1,FALSE,0.8,0,NA,NA,NA,NA,Leguminosae,NA,Parkia filicoidea,Multiple results
246,Parkia javanica,NA,Parkia,2,Parkia javanica,auct.,Parkia,2,ild-33705,1,FALSE,0.8,0,NA,NA,NA,NA,Leguminosae,NA,Parkia javanica,Multiple results
158,Parkia multijuga,NA,Parkia,2,Parkia multijuga,Benth.,Parkia,2,ild-20274,1,FALSE,0.8,0,NA,NA,NA,NA,Leguminosae,NA,Parkia multijuga,
166,Parkia nitida,NA,Parkia,2,Parkia nitida,Miq.,Parkia,2,ild-20275,1,FALSE,0.8,0,NA,NA,NA,NA,Leguminosae,NA,Parkia nitida,
162,Parkia pendula,NA,Parkia,2,Parkia pendula,(Willd.) Walp.,Parkia,2,ild-20276,1,FALSE,0.8,0,NA,NA,NA,NA,Leguminosae,NA,Parkia pendula,
159,Parkia singularis,NA,Parkia,2,Parkia singularis,Miq.,Parkia,2,ild-53118,1,FALSE,0.8,0,NA,NA,NA,NA,Leguminosae,NA,Parkia singularis,
163,Parkia speciosa,NA,Parkia,2,Parkia speciosa,Hassk.,Parkia,2,ild-46350,1,FALSE,0.8,0,NA,NA,NA,NA,Leguminosae,NA,Parkia speciosa,
165,Parkia sumatrana,NA,Parkia,2,Parkia sumatrana,Miq.,Parkia,2,ild-46351,1,FALSE,0.8,0,NA,NA,NA,NA,Leguminosae,NA,Parkia sumatrana,Multiple results
160,Parkia timoriana,NA,Parkia,2,Parkia timoriana,(DC.) Merr.,Parkia,2,ild-24964,1,FALSE,0.8,0,NA,NA,NA,NA,Leguminosae,NA,Parkia timoriana,
365,Parkia ulei,NA,Parkia,2,Parkia ulei,(Harms) Kuhlm.,Parkia,2,ild-14669,1,FALSE,0.8,0,NA,NA,NA,NA,Leguminosae,NA,Parkia ulei,
366,Peltogyne purpurea,NA,Peltogyne,2,Peltogyne purpurea,Pittier,Peltogyne,2,ild-14684,1,FALSE,0.8,0,NA,NA,NA,NA,Leguminosae,NA,Peltogyne purpurea,
526,Pentace adenophora,NA,Pentace,2,Pentace adenophora,Kosterm.,Pentace,2,kew-2551359,1,FALSE,0.8,0,NA,NA,NA,NA,Malvaceae,NA,Pentace adenophora,
167,Pentaclethra macroloba,NA,Pentaclethra,2,Pentaclethra macroloba,(Willd.) Kuntze,Pentaclethra,2,ild-14688,1,FALSE,0.8,0,NA,NA,NA,NA,Leguminosae,NA,Pentaclethra macroloba,
554,Pentaclethra macrophylla,NA,Pentaclethra,2,Pentaclethra macrophylla,Benth.,Pentaclethra,2,ild-241,1,FALSE,0.8,0,NA,NA,NA,NA,Leguminosae,NA,Pentaclethra macrophylla,
367,Pentaplaris davidsmithii,NA,Pentaplaris,2,Pentaplaris davidsmithii,Dorr & C. Bayer,Pentaplaris,2,tro-50086310,1,FALSE,0.8,0,NA,NA,NA,NA,Malvaceae,NA,Pentaplaris davidsmithii,
522,Pentaspadon velutinus,NA,Pentaspadon,2,Pentaspadon velutinus,Hook.f.,Pentaspadon,2,kew-2408109,1,FALSE,0.8,0,NA,NA,NA,NA,Anacardiaceae,NA,Pentaspadon velutinus,
854,Phragmotheca ecuadorensis,NA,Phragmotheca,2,Phragmotheca ecuadorensis,W.S. Alverson,Phragmotheca,2,tro-3900688,1,FALSE,0.8,0,NA,NA,NA,NA,Malvaceae,NA,Phragmotheca ecuadorensis,
813,Pimenta dioica,NA,Pimenta,2,Pimenta dioica,(L.) Merr.,Pimenta,2,kew-156136,1,FALSE,0.8,0,NA,NA,NA,NA,Myrtaceae,NA,Pimenta dioica,
70,Piptadeniastrum africanum,NA,Piptadeniastrum,2,Piptadeniastrum africanum,(Hook.f.) Brenan,Piptadeniastrum,2,ild-151,1,FALSE,0.8,0,NA,NA,NA,NA,Leguminosae,NA,Piptadeniastrum africanum,
71,Plagiostyles africana,NA,Plagiostyles,2,Plagiostyles africana,(Müll.Arg.) Prain,Plagiostyles,2,kew-156766,1,FALSE,0.8,0,NA,NA,NA,NA,Euphorbiaceae,NA,Plagiostyles africana,
505,Plancheonella australis,NA,Plancheonella,2,Planchonella australis,(R.Br.) Pierre,Planchonella,2,kew-156782,1,TRUE,0.75,1,NA,NA,NA,NA,Sapotaceae,NA,Planchonella australis,
577,Plancheonella eerwah,NA,Plancheonella,2,Planchonella eerwah,(F.M.Bailey) P.Royen,Planchonella,2,kew-156830,1,TRUE,0.75,1,NA,NA,NA,NA,Sapotaceae,NA,Planchonella eerwah,
525,Pleiogynium timoriense,NA,Pleiogynium,2,Pleiogynium timoriense,(A. DC.) Leenh.,Pleiogynium,2,tro-50198096,1,FALSE,0.8,0,NA,NA,NA,NA,Anacardiaceae,NA,Pleiogynium timoriense,
297,Podocarpus imbricatus,NA,Podocarpus,2,Podocarpus imbricatus,Blume,Podocarpus,2,kew-2567616,1,FALSE,0.8,0,NA,NA,NA,NA,Podocarpaceae,NA,Podocarpus imbricatus,
417,Polyalthia fragrans,NA,Polyalthia,2,Polyalthia fragrans,(Dalzell) Benth. & Hook. f.,Polyalthia,2,tro-1602321,1,FALSE,0.8,0,NA,NA,NA,NA,Annonaceae,NA,Polyalthia fragrans,
72,Pometia pinnata,NA,Pometia,2,Pometia pinnata,J.R.Forst. & G.Forst.,Pometia,2,kew-2543558,1,FALSE,0.8,0,NA,NA,NA,NA,Sapindaceae,NA,Pometia pinnata,
315,Pometia tomentosa,NA,Pometia,2,Pometia tomentosa,(Blume) Teijsm. & Binn.,Pometia,2,tro-50009189,1,FALSE,0.8,0,NA,NA,NA,NA,Sapindaceae,NA,Pometia tomentosa,
168,Poulsenia armata,NA,Poulsenia,2,Poulsenia armata,(Miq.) Standl.,Poulsenia,2,kew-2547685,1,FALSE,0.8,0,NA,NA,NA,NA,Moraceae,NA,Poulsenia armata,
556,Pouteria adolfi-friederici,NA,Pouteria,2,Pouteria adolfi-friedericii,(Engl.) A.Meeuse,Pouteria,2,kew-163891,1,TRUE,0.75,1,NA,NA,NA,NA,Sapotaceae,NA,Pouteria adolfi-friedericii,
174,Pouteria alnifolia,NA,Pouteria,2,Pouteria alnifolia,(Baker) Roberty,Pouteria,2,kew-163901,1,FALSE,0.8,0,NA,NA,NA,NA,Sapotaceae,NA,Pouteria alnifolia,
176,Pouteria altissima,NA,Pouteria,2,Pouteria altissima,(A.Chev.) Baehni,Pouteria,2,kew-163903,1,FALSE,0.8,0,NA,NA,NA,NA,Sapotaceae,NA,Pouteria altissima,
473,Pouteria amygdalicarpa,NA,Pouteria,2,Pouteria amygdalicarpa,(Pittier) T.D.Penn.,Pouteria,2,kew-163908,1,FALSE,0.8,0,NA,NA,NA,NA,Sapotaceae,NA,Pouteria amygdalicarpa,
474,Pouteria caimito,NA,Pouteria,2,Pouteria caimito,(Ruiz & Pav.) Radlk.,Pouteria,2,kew-163978,1,FALSE,0.8,0,NA,NA,NA,NA,Sapotaceae,NA,Pouteria caimito,
475,Pouteria chiricana,NA,Pouteria,2,Pouteria chiricana,(Standl.) Baehni,Pouteria,2,kew-164007,1,FALSE,0.8,0,NA,NA,NA,NA,Sapotaceae,NA,Pouteria chiricana,
476,Pouteria deliciosa,NA,Pouteria,2,Pouteria deliciosa,T.D.Penn.,Pouteria,2,kew-164053,1,FALSE,0.8,0,NA,NA,NA,NA,Sapotaceae,NA,Pouteria deliciosa,
247,Pouteria durlandii,NA,Pouteria,2,Pouteria durlandii,(Standl.) Baehni,Pouteria,2,kew-164082,1,FALSE,0.8,0,NA,NA,NA,NA,Sapotaceae,NA,Pouteria durlandii,
170,Pouteria filipes,NA,Pouteria,2,Pouteria filipes,Eyma,Pouteria,2,kew-164113,1,FALSE,0.8,0,NA,NA,NA,NA,Sapotaceae,NA,Pouteria filipes,
477,Pouteria flavilatex,NA,Pouteria,2,Pouteria flavilatex,T.D.Penn.,Pouteria,2,kew-348026,1,FALSE,0.8,0,NA,NA,NA,NA,Sapotaceae,NA,Pouteria flavilatex,
478,Pouteria fossicola,NA,Pouteria,2,Pouteria fossicola,Cronquist,Pouteria,2,kew-164120,1,FALSE,0.8,0,NA,NA,NA,NA,Sapotaceae,NA,Pouteria fossicola,
171,Pouteria guianensis,NA,Pouteria,2,Pouteria guianensis,Griseb.,Pouteria,2,kew-164156,1,FALSE,0.8,0,NA,NA,NA,NA,Sapotaceae,NA,Pouteria guianensis,Multiple results
479,Pouteria izabalensis,NA,Pouteria,2,Pouteria izabalensis,(Standl.) Baehni,Pouteria,2,kew-164177,1,FALSE,0.8,0,NA,NA,NA,NA,Sapotaceae,NA,Pouteria izabalensis,
480,Pouteria juruana,NA,Pouteria,2,Pouteria juruana,K.Krause,Pouteria,2,kew-164180,1,FALSE,0.8,0,NA,NA,NA,NA,Sapotaceae,NA,Pouteria juruana,
481,Pouteria leptopedicellata,NA,Pouteria,2,Pouteria leptopedicellata,Pilz,Pouteria,2,kew-164216,1,FALSE,0.8,0,NA,NA,NA,NA,Sapotaceae,NA,Pouteria leptopedicellata,
172,Pouteria maclayana,NA,Pouteria,2,Pouteria maclayana,(F.Muell.) Baehni,Pouteria,2,kew-164243,1,FALSE,0.8,0,NA,NA,NA,NA,Sapotaceae,NA,Pouteria maclayana,
834,Pouteria macrocarpa,NA,Pouteria,2,Pouteria macrocarpa,(Huber) Ducke,Pouteria,2,kew-164245,1,FALSE,0.8,0,NA,NA,NA,NA,Sapotaceae,NA,Pouteria macrocarpa,Multiple results
248,Pouteria malaccensis,NA,Pouteria,2,Pouteria malaccensis,(C.B.Clarke) Baehni,Pouteria,2,kew-164253,1,FALSE,0.8,0,NA,NA,NA,NA,Sapotaceae,NA,Pouteria malaccensis,
482,Pouteria maxima,NA,Pouteria,2,Pouteria maxima,T.D.Penn.,Pouteria,2,kew-348028,1,FALSE,0.8,0,NA,NA,NA,NA,Sapotaceae,NA,Pouteria maxima,
483,Pouteria melanopoda,NA,Pouteria,2,Pouteria melanopoda,Eyma,Pouteria,2,kew-164264,1,FALSE,0.8,0,NA,NA,NA,NA,Sapotaceae,NA,Pouteria melanopoda,
175,Pouteria multiflora,NA,Pouteria,2,Pouteria multiflora,(A.DC.) Eyma,Pouteria,2,kew-164283,1,FALSE,0.8,0,NA,NA,NA,NA,Sapotaceae,NA,Pouteria multiflora,
557,Pouteria pierrei,NA,Pouteria,2,Pouteria pierrei,(A.Chev.) Baehni,Pouteria,2,kew-164349,1,FALSE,0.8,0,NA,NA,NA,NA,Sapotaceae,NA,Pouteria pierrei,
487,Pouteria spicata,NA,Pouteria,2,Pouteria plicata,T.D.Penn.,Pouteria,2,kew-164356,1,TRUE,0.7,2,NA,NA,NA,NA,Sapotaceae,NA,Pouteria plicata,
173,Pouteria pseudoracemosa,NA,Pouteria,2,Pouteria pseudoracemosa,(J.H.Hemsl.) L.Gaut.,Pouteria,2,kew-164369,1,FALSE,0.8,0,NA,NA,NA,NA,Sapotaceae,NA,Pouteria pseudoracemosa,
484,Pouteria retinervis,NA,Pouteria,2,Pouteria retinervis,T.D.Penn.,Pouteria,2,kew-164388,1,FALSE,0.8,0,NA,NA,NA,NA,Sapotaceae,NA,Pouteria retinervis,
485,Pouteria rodriguesiana,NA,Pouteria,2,Pouteria rodriguesiana,Pires & T.D.Penn.,Pouteria,2,kew-164405,1,FALSE,0.8,0,NA,NA,NA,NA,Sapotaceae,NA,Pouteria rodriguesiana,
418,Pouteria sapota,NA,Pouteria,2,Pouteria sapota,(Jacq.) H.E.Moore & Stearn,Pouteria,2,kew-164426,1,FALSE,0.8,0,NA,NA,NA,NA,Sapotaceae,NA,Pouteria sapota,
486,Pouteria silvestris,NA,Pouteria,2,Pouteria silvestris,T.D.Penn.,Pouteria,2,kew-164447,1,FALSE,0.8,0,NA,NA,NA,NA,Sapotaceae,NA,Pouteria silvestris,
833,Pouteria speciosa,NA,Pouteria,2,Pouteria speciosa,(Ducke) Baehni,Pouteria,2,kew-164459,1,FALSE,0.8,0,NA,NA,NA,NA,Sapotaceae,NA,Pouteria speciosa,
488,Pouteria subrotata,NA,Pouteria,2,Pouteria subrotata,Cronquist,Pouteria,2,kew-164478,1,FALSE,0.8,0,NA,NA,NA,NA,Sapotaceae,NA,Pouteria subrotata,
178,Pouteria superba,NA,Pouteria,2,Pouteria superba,(Vermoesen) L.Gaut.,Pouteria,2,kew-164482,1,FALSE,0.8,0,NA,NA,NA,NA,Sapotaceae,NA,Pouteria superba,
179,Pouteria torta,NA,Pouteria,2,Pouteria torta,(Mart.) Radlk.,Pouteria,2,kew-164499,1,FALSE,0.8,0,NA,NA,NA,NA,Sapotaceae,NA,Pouteria torta,
578,Pouteria triplarifolia,NA,Pouteria,2,Pouteria triplarifolia,C.K.Allen ex T.D. Pennington,Pouteria,2,kew-164509,1,FALSE,0.8,0,NA,NA,NA,NA,Sapotaceae,NA,Pouteria triplarifolia,
177,Pouteria ucuqui,NA,Pouteria,2,Pouteria ucuqui,Pires & R.E.Schult.,Pouteria,2,kew-164511,1,FALSE,0.8,0,NA,NA,NA,NA,Sapotaceae,NA,Pouteria ucuqui,
489,Pouteria virescens,NA,Pouteria,2,Pouteria virescens,Baehni,Pouteria,2,kew-164531,1,FALSE,0.8,0,NA,NA,NA,NA,Sapotaceae,NA,Pouteria virescens,
490,Pouteria viridis,NA,Pouteria,2,Pouteria viridis,(Pittier) Cronquist,Pouteria,2,kew-164532,1,FALSE,0.8,0,NA,NA,NA,NA,Sapotaceae,NA,Pouteria viridis,
11,Pradosia cochlearia,NA,Pradosia,2,Pradosia cochlearia,(Lecomte) T.D.Penn.,Pradosia,2,kew-164549,1,FALSE,0.8,0,NA,NA,NA,NA,Sapotaceae,NA,Pradosia cochlearia,
249,Pradosia kuhlmannii,NA,Pradosia,2,Pradosia kuhlmannii,Toledo,Pradosia,2,kew-164561,1,FALSE,0.8,0,NA,NA,NA,NA,Sapotaceae,NA,Pradosia kuhlmannii,
180,Pradosia ptychandra,NA,Pradosia,2,Pradosia ptychandra,(Eyma) T.D.Penn.,Pradosia,2,kew-164569,1,FALSE,0.8,0,NA,NA,NA,NA,Sapotaceae,NA,Pradosia ptychandra,
28,Premna angolensis,NA,Premna,2,Premna angolensis,Gürke,Premna,2,kew-164857,1,FALSE,0.8,0,NA,NA,NA,NA,Lamiaceae,NA,Premna angolensis,
139,Protium altsonii,NA,Protium,2,Protium altsonii,Sandwith,Protium,2,kew-2412415,1,FALSE,0.8,0,NA,NA,NA,NA,Burseraceae,NA,Protium altsonii,
839,Protium crenatum,NA,Protium,2,Protium crenatum,Sandwith,Protium,2,kew-2412232,1,FALSE,0.8,0,NA,NA,NA,NA,Burseraceae,NA,Protium crenatum,
181,Protium decandrum,NA,Protium,2,Protium decandrum,(Aubl.) Marchand,Protium,2,kew-2412226,1,FALSE,0.8,0,NA,NA,NA,NA,Burseraceae,NA,Protium decandrum,
709,Protium sagotianum,NA,Protium,2,Protium sagotianum,Marchand,Protium,2,kew-2414348,1,FALSE,0.8,0,NA,NA,NA,NA,Burseraceae,NA,Protium sagotianum,
182,Protium subserratum,NA,Protium,2,Protium subserratum,(Engl.) Engl.,Protium,2,kew-2414352,1,FALSE,0.8,0,NA,NA,NA,NA,Burseraceae,NA,Protium subserratum,
528,Pseudobombax guayasense,NA,Pseudobombax,2,Pseudobombax guayasense,A. Robyns,Pseudobombax,2,tro-3900758,1,FALSE,0.8,0,NA,NA,NA,NA,Malvaceae,NA,Pseudobombax guayasense,
527,Pseudobombax septenatum,NA,Pseudobombax,2,Pseudobombax septenatum,(Jacq.) Dugand,Pseudobombax,2,kew-2412504,1,FALSE,0.8,0,NA,NA,NA,NA,Malvaceae,NA,Pseudobombax septenatum,
706,Pseudolmedia laevis,NA,Pseudolmedia,2,Pseudolmedia laevis,(Ruiz & Pav.) J.F.Macbr.,Pseudolmedia,2,kew-2547525,1,FALSE,0.8,0,NA,NA,NA,NA,Moraceae,NA,Pseudolmedia laevis,
250,Pseudopiptadenia contorta,NA,Pseudopiptadenia,2,Pseudopiptadenia contorta,(DC.) G.P.Lewis & M.P.Lima,Pseudopiptadenia,2,ild-33324,1,FALSE,0.8,0,NA,NA,NA,NA,Leguminosae,NA,Pseudopiptadenia contorta,
734,Pseudopiptadenia psilostachya,NA,Pseudopiptadenia,2,Pseudopiptadenia psilostachya,(DC.) G.P.Lewis & M.P.Lima,Pseudopiptadenia,2,ild-33928,1,FALSE,0.8,0,NA,NA,NA,NA,Leguminosae,NA,Pseudopiptadenia psilostachya,
183,Pseudopiptadenia suaveolens,NA,Pseudopiptadenia,2,Pseudopiptadenia suaveolens,(Miq.) J.W. Grimes,Pseudopiptadenia,2,tro-13076047,1,FALSE,0.8,0,NA,NA,NA,NA,Leguminosae,NA,Pseudopiptadenia suaveolens,
251,Pseudopiptadenia warmingii,NA,Pseudopiptadenia,2,Pseudopiptadenia warmingii,(Benth.) G.P.Lewis & M.P.Lima,Pseudopiptadenia,2,ild-33929,1,FALSE,0.8,0,NA,NA,NA,NA,Leguminosae,NA,Pseudopiptadenia warmingii,
